,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
58398,31776_4449715-00756,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
58400,31776_4449715-00756,Male,Chinese,24.0,China,Laborer,Yes,Yes,,Aisa,workers
58401,31776_4449715-00756,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
58402,31776_4449715-00756,Male,Chinese,60.0,China,Laborer,Yes,Yes,,Aisa,workers
58403,31776_4449715-00756,Male,Chinese,54.0,China,Peddler,Yes,Yes,,Aisa,Proprietor
58407,31776_4449715-00756,Male,Chinese,60.0,China,Laborer,Yes,Yes,,Aisa,workers
58409,31776_4449715-00755,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
58410,31776_4449715-00755,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
58416,31776_4449715-00755,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
58417,31776_4449715-00755,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
58419,31776_4449715-00755,Male,Chinese,53.0,China,Waiter,Yes,Yes,,Aisa,servant
58424,31776_4449715-00755,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
58425,31776_4449715-00755,Male,Chinese,33.0,China,Waiter,Yes,Yes,,Aisa,servant
58426,31776_4449715-00755,Male,Chinese,46.0,China,Waiter,Yes,Yes,,Aisa,servant
58427,31776_4449715-00755,Male,Chinese,42.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
58448,31776_4449715-00757,Male,White,46.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
58452,31776_4449715-00757,Male,Chinese,46.0,China,Waiter,Yes,Yes,,Aisa,servant
58457,31776_4449715-00757,Male,Chinese,27.0,China,Waiter,Yes,Yes,,Aisa,servant
58460,31776_4449715-00757,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
58461,31776_4449715-00757,Male,Chinese,31.0,China,Waiter,Yes,Yes,,Aisa,servant
58462,31776_4449715-00757,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
58472,31776_4449715-00754,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
58473,31776_4449715-00754,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
58474,31776_4449715-00754,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
58475,31776_4449715-00754,Male,Chinese,62.0,China,Laborer,Yes,Yes,,Aisa,workers
58476,31776_4449715-00754,Male,Chinese,61.0,China,Laborer,Yes,Yes,,Aisa,workers
58477,31776_4449715-00754,Male,Chinese,29.0,China,Laborer,Yes,Yes,,Aisa,workers
58478,31776_4449715-00754,Male,Chinese,41.0,China,Laborer,Yes,Yes,,Aisa,workers
58479,31776_4449715-00754,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
58480,31776_4449715-00754,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
58481,31776_4449715-00754,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
58482,31776_4449715-00754,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
58484,31776_4449715-00754,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
58486,31776_4449715-00754,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
58487,31776_4449715-00754,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
58488,31776_4449715-00754,Male,Chinese,62.0,China,Laborer,Yes,Yes,,Aisa,workers
58489,31776_4449715-00754,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
58490,31776_4449715-00754,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers
58491,31776_4449715-00754,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
58493,31776_4449715-00754,Male,Chinese,23.0,China,Butcher,Yes,Yes,,Aisa,Proprietor
58494,31776_4449715-00754,Male,Chinese,25.0,China,Waiter,Yes,Yes,,Aisa,servant
58495,31776_4449715-00754,Male,Chinese,58.0,China,Laborer,Yes,Yes,,Aisa,workers
58496,31776_4449715-00754,Male,Chinese,41.0,China,Laborer,Yes,Yes,,Aisa,workers
58497,31776_4449715-00754,Male,Chinese,55.0,China,Laborer,Yes,Yes,,Aisa,workers
58498,31776_4449715-00754,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
58499,31776_4449715-00754,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
58500,31776_4449715-00754,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
58501,31776_4449715-00754,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
58502,31776_4449715-00754,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
58503,31776_4449715-00754,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
58504,31776_4449715-00754,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
58505,31776_4449715-00754,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
58506,31776_4449715-00754,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
58507,31776_4449715-00754,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
58508,31776_4449715-00754,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
58509,31776_4449715-00754,Male,Chinese,33.0,China,Waiter,Yes,Yes,,Aisa,servant
58511,31776_4449715-00754,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
58514,31776_4449715-00755,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
58515,31776_4449715-00755,Male,Chinese,62.0,China,Laborer,Yes,Yes,,Aisa,workers
58516,31776_4449715-00755,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
58517,31776_4449715-00755,Male,Chinese,23.0,China,Waiter,Yes,Yes,,Aisa,servant
58518,31776_4449715-00755,Male,Chinese,28.0,China,Waiter,Yes,Yes,,Aisa,servant
58519,31776_4449715-00755,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
58520,31776_4449715-00755,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
58521,31776_4449715-00755,Male,Chinese,37.0,China,Waiter,Yes,Yes,,Aisa,servant
58522,31776_4449715-00755,Male,Chinese,38.0,China,Clerk,Yes,Yes,,Aisa,paperworker
58523,31776_4449715-00755,Male,Chinese,40.0,China,Clerk,Yes,Yes,,Aisa,paperworker
58526,31776_4449715-00755,Male,Chinese,45.0,China,Clerk,Yes,Yes,,Aisa,paperworker
58527,31776_4449715-00755,Male,Chinese,41.0,China,Bookkeeper,Yes,Yes,,Aisa,paperworker
58528,31776_4449715-00755,Male,Chinese,42.0,China,Bookkeeper,Yes,Yes,,Aisa,paperworker
58530,31776_4449715-00755,Male,Chinese,60.0,China,Waiter,Yes,Yes,,Aisa,servant
58531,31776_4449715-00755,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
58535,31776_4449715-00754,Male,Chinese,53.0,China,Baker,Yes,Yes,,Aisa,Proprietor
58536,31776_4449715-00754,Male,Chinese,43.0,China,Baker,Yes,Yes,,Aisa,Proprietor
58538,31776_4449715-00754,Male,Chinese,31.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
58539,31776_4449715-00754,Male,Chinese,19.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
58540,31776_4449715-00754,Male,Chinese,36.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
58541,31776_4449715-00754,Male,Chinese,64.0,China,Laborer,Yes,Yes,,Aisa,workers
58542,31776_4449715-00754,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers
58543,31776_4449715-00755,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
58544,31776_4449715-00755,Male,Chinese,50.0,China,Waiter,Yes,Yes,,Aisa,servant
58548,31776_4449715-00755,Male,Chinese,54.0,China,Waiter,Yes,Yes,,Aisa,servant
58549,31776_4449715-00755,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
58562,31776_4449715-00759,Male,White,49.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
58595,31776_4449715-00760,Male,Chinese,32.0,China,Machinist,Yes,Yes,,Aisa,engineer
58597,31776_4449715-00760,Male,Chinese,18.0,China,Salesman,Yes,Yes,,Aisa,servant
58601,31776_4449715-00760,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
58602,31776_4449715-00760,Male,Chinese,3.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
58608,31776_4449715-00760,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
58609,31776_4449715-00760,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
65008,4449801_00205,Male,White,29.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
70400,4449601_01019,Male,Black,17.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
78671,4449801_00574,Male,White,53.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
86996,4449801_00252,Male,Chinese,40.0,China,Presser,Yes,Yes,,Aisa,workers
97861,4449601_00386,Male,Japanese,40.0,Japan,Cook,Yes,Yes,,Aisa,workers
97862,4449601_00386,Male,Japanese,30.0,Japan,Cook,Yes,Yes,,Aisa,workers
97863,4449601_00386,Male,Japanese,39.0,Japan,Cook,Yes,Yes,,Aisa,workers
97864,4449601_00386,Male,Japanese,34.0,Japan,Cook,Yes,Yes,,Aisa,workers
97865,4449601_00386,Male,Japanese,52.0,Japan,Cook,Yes,Yes,,Aisa,workers
97866,4449601_00386,Male,Japanese,28.0,Japan,Cook,Yes,Yes,,Aisa,workers
97868,4449601_00386,Male,Japanese,37.0,Japan,Cook,Yes,Yes,,Aisa,workers
97869,4449601_00386,Male,Japanese,30.0,Japan,Cook,Yes,Yes,,Aisa,workers
97882,4449601_00386,Male,Japanese,27.0,Japan,Cook,Yes,Yes,,Aisa,workers
99509,4449601_00030,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers
99915,4449601_00017,Male,White,52.0,China,Barber,Yes,Yes,,Aisa,Proprietor
99991,4449601_00017,Male,White,31.0,China,Cook,Yes,Yes,,Aisa,workers
100008,4449601_00017,Male,White,22.0,China,Cook,Yes,Yes,,Aisa,workers
104525,4449601_00169,Male,White,35.0,Barbados,Packer,Yes,Yes,,SouthAmerica,workers
104908,4449601_00161,Male,Japanese,40.0,Japan,Cook,Yes,Yes,,Aisa,workers
105867,4449601_00074,Male,Chinese,27.0,China,Waiter,Yes,Yes,,Aisa,servant
112868,4449601_00907,Male,White,65.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
135124,4449601_00672,Male,White,36.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
153201,4449801_01105,Male,White,43.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
159278,4449801_01100,Male,White,54.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
159923,4449801_01061,Female,White,35.0,Canada,Operator,Yes,Yes,No,NorthAmerica,workers
171655,4449800_01141,Male,Mulatto,25.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
172988,4449800_01133,Female,White,16.0,Newfoundland,Operator,Yes,Yes,No,NorthAmerica,workers
172989,4449800_01133,Female,White,19.0,Newfoundland,Operator,Yes,Yes,No,NorthAmerica,workers
172990,4449800_01133,Male,White,23.0,Newfoundland,Clerk,Yes,Yes,No,NorthAmerica,paperworker
172992,4449800_01133,Male,White,58.0,Newfoundland,Porter,Yes,Yes,No,NorthAmerica,servant
173711,4449800_01012,Male,Indian,56.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
173779,4449800_01004,Female,White,18.0,Newfoundland,Clerk,Yes,Yes,No,NorthAmerica,paperworker
178193,4449800_00562,Male,White,46.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
178361,4449800_00565,Male,White,15.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
178600,4449800_00556,Male,White,21.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
179360,4449800_00540,Male,White,42.0,Canada,Driver,No,No,,NorthAmerica,servant
179675,4449800_00530,Male,White,45.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
182110,4449800_00444,Male,White,29.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
182474,4449800_00467,Male,White,31.0,Newfoundland,Driver,Yes,Yes,,NorthAmerica,servant
182953,4449800_00432,Male,White,21.0,Canada,Barber,Yes,Yes,,NorthAmerica,Proprietor
182955,4449800_00432,Male,White,19.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant
182959,4449800_00432,Male,White,17.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
183603,4449800_00434,Male,Chinese,46.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
184761,4449800_00506,Male,Indian,47.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
184940,4449800_00477,Male,White,36.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
184982,4449800_00477,Male,White,21.0,Canada,Laborer,Yes,Yes,No,NorthAmerica,workers
185330,4449800_00488,Male,White,38.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
186207,4449800_00735,Female,White,17.0,Africa,Stenographer,Yes,Yes,No,Africa,paperworker
186340,4449800_00738,Female,White,15.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
186656,4449800_00747,Male,White,60.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
187491,4449800_00730,Male,White,60.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
190137,4449800_00652,Female,White,50.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
190507,4449800_00661,Female,White,25.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
191763,4449800_00637,Male,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
192245,4449800_00698,Male,White,51.0,West Indies,Laborer,,,,SouthAmerica,workers
193641,4449800_00683,Male,Chinese,30.0,China,Helper,Yes,Yes,No,Aisa,Helper
194445,4449600_00735,Male,White,42.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
194903,4449600_00726,Female,White,54.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
195207,4449600_00753,Male,White,18.0,Canada,Driver,Yes,Yes,Yes,NorthAmerica,servant
195387,4449600_00751,Male,Japanese,21.0,Japan,Clerk,Yes,Yes,No,Aisa,paperworker
195389,4449600_00751,Male,White,30.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
195391,4449600_00751,Male,White,30.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
195780,4449600_00738,Male,White,38.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
195809,4449600_00738,Male,White,21.0,West Indies,Waiter,Yes,Yes,No,SouthAmerica,servant
195810,4449600_00738,Female,White,29.0,West Indies,Stenographer,Yes,Yes,,SouthAmerica,paperworker
195811,4449600_00738,Female,White,24.0,West Indies,Stenographer,Yes,Yes,,SouthAmerica,paperworker
196041,4449600_00745,Male,White,62.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
196043,4449600_00746,Male,White,17.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
196412,4449600_00695,Male,White,49.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
198241,4449600_00818,Female,White,35.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
198344,4449600_00816,Male,White,34.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
198346,4449600_00816,Male,White,44.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
198415,4449600_00817,Male,White,45.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
198460,4449600_00825,Male,White,46.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
198504,4449600_00826,Male,White,46.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
198802,4449600_00809,Female,Black,18.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
198969,4449600_00813,Male,White,39.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
199000,4449600_00813,Female,White,50.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
199344,4449600_00839,Male,White,26.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
199345,4449600_00839,Male,White,19.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
199850,4449600_00828,Male,White,39.0,Japan,Clerk,Yes,Yes,,Aisa,paperworker
199935,4449600_00828,Male,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
199982,4449600_00835,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
199988,4449600_00834,Female,White,22.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
200026,4449600_00838,Male,White,51.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
200070,4449600_00837,Female,White,33.0,Cuba,Salesman,Yes,Yes,,SouthAmerica,servant
200315,4449600_00775,Male,White,43.0,South America,Machinist,Yes,Yes,,South America,engineer
200909,4449600_00762,Male,White,33.0,India,Bartender,Yes,Yes,No,Aisa,servant
200939,4449600_00761,Male,Black,38.0,West Indies,Waiter,Yes,Yes,No,SouthAmerica,servant
201057,4449600_00770,Male,Black,40.0,Africa,Laborer,Yes,Yes,No,Africa,workers
201209,4449600_00768,Male,White,38.0,Canada,Carpenter,Yes,Yes,No,NorthAmerica,Proprietor
201222,4449600_00796,Male,White,52.0,Mexico,Bookkeeper,Yes,Yes,,SouthAmerica,paperworker
201331,4449600_00797,Male,White,23.0,West Indies,Bookkeeper,Yes,Yes,,SouthAmerica,paperworker
201701,4449600_00799,Male,White,24.0,Australia,Clerk,Yes,Yes,,Oceania,paperworker
201771,4449600_00785,Female,White,50.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
201772,4449600_00785,Female,White,29.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
201984,4449600_00791,Male,White,20.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
202138,4449600_00787,Female,White,48.0,Australia,Dressmaker,Yes,Yes,,Oceania,Proprietor
202182,4449600_00789,Female,White,27.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
202184,4449600_00790,Female,White,30.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
202216,4449600_00789,Male,White,38.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
202612,4449600_00550,Male,White,8.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
202748,4449600_00536,Male,White,42.0,Canada,Butcher,Yes,Yes,,NorthAmerica,Proprietor
202844,4449600_00536,Male,White,28.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
202845,4449600_00536,Male,Chinese,31.0,China,Cook,Yes,Yes,,Aisa,workers
204160,4449600_00560,Female,White,32.0,Cuba,Operator,Yes,Yes,,SouthAmerica,workers
204282,4449600_00504,Male,White,55.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
204698,4449600_00507,Male,White,43.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
204732,4449600_00507,Male,White,17.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
205346,4449600_00527,Male,White,54.0,Canada,Butcher,Yes,Yes,,NorthAmerica,Proprietor
206236,4449600_00518,Male,White,35.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
206874,4449600_00635,Male,Black,58.0,Cuba,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
207389,4449600_00670,Male,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
207929,4449600_00651,Male,White,28.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
207941,4449600_00653,Female,White,30.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
208007,4449600_00654,Female,White,35.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
208032,4449600_00653,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
208753,4449600_00599,Male,White,37.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
208824,4449600_00582,Female,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
208825,4449600_00582,Female,White,16.0,Canada,Operator,Yes,Yes,No,NorthAmerica,workers
209341,4449600_00623,Female,White,24.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
209379,4449600_00622,Male,White,63.0,West Indies,Barber,Yes,Yes,,SouthAmerica,Proprietor
209473,4449600_00614,Female,White,38.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
209762,4449600_00627,Male,Mulatto,24.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
210967,4449600_01076,Male,White,44.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
211183,4449600_01089,Male,White,44.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
212362,4449600_01046,Male,White,28.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
212709,4449600_01051,Male,White,35.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
212746,4449600_01048,Male,White,29.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
212752,4449600_01048,Male,White,47.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
213212,4449600_01041,Female,White,36.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
213343,4449600_01039,Male,White,38.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
214080,4449600_01055,Female,Black,49.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
214169,4449600_01060,Female,White,26.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
214340,4449600_01060,Male,White,34.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
214358,4449600_01059,Male,White,43.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
214359,4449600_01059,Male,White,25.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
214618,4449600_01181,Male,White,26.0,Canada,Packer,Yes,Yes,No,NorthAmerica,workers
216489,4449600_01140,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
216878,4449600_01140,Female,White,37.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
218329,4449600_01154,Male,White,55.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
218974,4449600_00897,Male,White,16.0,India,Clerk,Yes,Yes,Yes,Aisa,paperworker
220184,4449600_00920,Male,White,35.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
222172,4449600_00874,Male,White,26.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
222466,4449600_00881,Male,White,65.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
222539,4449600_01002,Male,White,28.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
222554,4449600_01004,Male,White,26.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
222555,4449600_01004,Male,White,28.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
222894,4449600_01004,Male,White,77.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
223020,4449600_00988,Male,White,45.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
223069,4449600_00992,Male,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
223149,4449600_00985,Female,White,28.0,Cuba,Bookkeeper,Yes,Yes,,SouthAmerica,paperworker
223150,4449600_00985,Female,White,26.0,Cuba,Bookkeeper,Yes,Yes,,SouthAmerica,paperworker
223182,4449600_00987,Male,White,27.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
223199,4449600_00988,Male,White,21.0,Australia,Clerk,Yes,Yes,,Oceania,paperworker
223510,4449600_01026,Male,White,36.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
223798,4449600_01030,Male,White,31.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
223800,4449600_01030,Male,White,25.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
223844,4449600_01031,Male,White,46.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
223862,4449600_01031,Male,White,24.0,Cuba,Carpenter,Yes,Yes,,SouthAmerica,Proprietor
224369,4449600_01021,Male,White,32.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
224780,4449600_00962,Male,Black,20.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
224817,4449600_00961,Male,White,28.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
224820,4449600_00961,Male,White,31.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
224831,4449600_00963,Male,White,23.0,South America,Clerk,Yes,Yes,,South America,paperworker
224832,4449600_00963,Male,White,17.0,South America,Clerk,Yes,Yes,No,South America,paperworker
225051,4449600_00944,Male,Chinese,37.0,China,Proprietor,No,No,,Aisa,Proprietor
225274,4449600_00949,Female,White,31.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
225377,4449600_00950,Female,White,31.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
225569,4449600_00977,Female,White,47.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
225761,4449600_00976,Male,White,25.0,South Africa,Waiter,Yes,Yes,,Africa,servant
226179,4449600_00964,Male,White,44.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
226180,4449600_00964,Male,White,46.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
230535,31776_4449715-01139,Male,White,27.0,South America,Carpenter,Yes,Yes,No,South America,Proprietor
234700,31776_4449715-00988,Male,Mulatto,36.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
236023,31776_4449715-01012,Male,White,28.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
236809,31776_4449715-00941,Male,White,63.0,Canada,Carpenter,Yes,Yes,No,NorthAmerica,Proprietor
236831,31776_4449715-00941,Female,White,26.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
236871,31776_4449715-00943,Male,White,49.0,Newfoundland,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
