DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry,count
31776_4449715-00708,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00708,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00708,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00708,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00708,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,53.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00708,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00708,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00709,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00709,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00709,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00707,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00707,Male,Chinese,59.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00707,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00707,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00706,Male,Chinese,27.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00706,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00706,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00706,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00706,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,53.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00707,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,29.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,27.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,59.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00707,Male,Chinese,61.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00707,Male,Chinese,48.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00707,Male,Chinese,24.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00707,Male,Chinese,54.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00709,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,39.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,29.0,China,Clerk,Yes,Yes,,Aisa,paperworker,1
31776_4449715-00698,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,38.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00697,Male,Chinese,26.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00697,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,29.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,33.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,33.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00698,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,28.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00697,Male,Chinese,29.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00697,Male,Chinese,32.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,51.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,47.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,44.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,49.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00696,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,42.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00696,Male,Chinese,46.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,37.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00695,Male,Chinese,42.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00695,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00696,Male,Chinese,45.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,46.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,44.0,China,Barber,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00696,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00696,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,41.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00696,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,65.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,54.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,17.0,China,Salesman,Yes,Yes,No,Aisa,servant,1
31776_4449715-00702,Male,Chinese,16.0,China,Salesman,Yes,Yes,No,Aisa,servant,1
31776_4449715-00702,Male,Chinese,41.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,37.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,23.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,21.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00702,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00702,Male,Chinese,49.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,49.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,33.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,40.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,28.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,46.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,37.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00718,Male,Chinese,39.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,49.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00718,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,29.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,27.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,56.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,48.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00719,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00719,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,51.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00719,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,42.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,58.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,37.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,46.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,26.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00718,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00717,Male,Chinese,53.0,China,Porter,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,26.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,24.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00717,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00718,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00716,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00712,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,20.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,39.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,18.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,60.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,59.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,56.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,47.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,31.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,55.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,34.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00711,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,43.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00711,Male,Chinese,42.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00711,Male,Chinese,41.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
31776_4449715-00711,Male,Chinese,25.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00711,Male,Chinese,20.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00712,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,56.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,58.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,51.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,33.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,42.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
31776_4449715-00712,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00712,Male,Chinese,32.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00712,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00712,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,27.0,China,Salesman,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers,1
31776_4449715-00710,Male,Chinese,28.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,26.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,22.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,29.0,China,Waiter,Yes,Yes,,Aisa,servant,1
31776_4449715-00710,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers,1
31776_4449715-00710,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers,1
